time_published,title,sentiment_score,sentiment_label,ticker
2025-10-01 14:50:21,"Peloton Unveils AI Coaching, New Machines To Boost Sales - Peloton Interactive  ( NASDAQ:PTON ) ",0.379927,Bullish,SONO
2025-09-23 14:34:00,3 Audio Video Stocks to Focus on From a Flourishing Industry,0.175201,Somewhat-Bullish,SONO
2025-09-12 16:00:03,Are You Looking for a Top Momentum Pick? Why Sonos  ( SONO )  is a Great Choice,0.316965,Somewhat-Bullish,SONO
2025-09-12 13:50:03,Sonos  ( SONO )  is a Top-Ranked Momentum Stock: Should You Buy?,0.460903,Bullish,SONO
2025-09-11 12:23:45,What's Going On With Spotify Stock Thursday? - Spotify Technology  ( NYSE:SPOT ) ,0.253367,Somewhat-Bullish,SONO
2025-09-10 15:30:04,Why Is GoPro  ( GPRO )  Up 32.5% Since Last Earnings Report?,0.061843,Neutral,SONO
2025-09-09 10:00:00,Sono Group N.V. Announces CEO Transition; Supervisory Board Nominates Kevin McGurn as Chief Executive Officer,0.292137,Somewhat-Bullish,SONO
2025-09-05 10:00:00,"Sono Group N.V. Announces Nasdaq Uplisting Approval and New Ticker Symbol ""SSM""",0.296856,Somewhat-Bullish,SONO
2025-08-20 10:32:00,Sono Group N.V. Reports Second Quarter and First Half 2025 Results: Net Income of €8.0 Million for H1 and Continued Commercial Momentum in Solar Mobility,0.219835,Somewhat-Bullish,SONO
2025-08-19 16:00:03,Sonos  ( SONO )  is a Great Momentum Stock: Should You Buy?,0.313927,Somewhat-Bullish,SONO
2025-08-19 13:50:03,Here's Why Sonos  ( SONO )  is a Strong Momentum Stock,0.42575,Bullish,SONO
2025-08-19 13:01:00,Yamaha is Back at CEDIA with Innovative Audio Systems Designed to Enhance Any Space,0.455207,Bullish,SONO
2025-08-18 16:20:02,Earnings Estimates Rising for Sonos  ( SONO ) : Will It Gain?,0.410503,Bullish,SONO
2025-08-12 13:10:00,"GoPro's Q2 Loss Wider Than Expected, Revenues Down Y/Y",0.057115,Neutral,SONO
2025-08-07 14:52:00,"Sonos' Q3 Earnings Meet Estimates, Revenues Beat, Stock Up",0.066551,Neutral,SONO
2025-08-06 21:36:01,Sonos  ( SONO )  Q3 Revenue Tops by 6%,0.15799,Somewhat-Bullish,SONO
2025-08-06 21:10:02,Sonos  ( SONO )  Meets Q3 Earnings Estimates,0.116494,Neutral,SONO
2025-08-01 14:24:00,Sonos to Announce Q3 Earnings: Here's What You Should Know,0.073738,Neutral,SONO
2025-07-31 22:10:02,Dolby Laboratories  ( DLB )  Surpasses Q3 Earnings and Revenue Estimates,0.139178,Neutral,SONO
2025-07-09 14:43:00,LiveOne's Slacker Radio Taps Intuizi to Drive Subscriber Growth,0.332264,Somewhat-Bullish,SONO
2025-07-09 09:20:00,"Zacks Industry Outlook Highlights Sonos, GoPro and LiveOne",0.161322,Somewhat-Bullish,SONO
2025-07-08 13:04:00,3 Audio Video Stocks to Consider Amid Industry Headwinds,0.163555,Somewhat-Bullish,SONO
2025-06-23 11:00:00,Sono Group N.V.'s CEO Shareholder Update - June 2025,0.288808,Somewhat-Bullish,SONO
2025-06-20 17:18:55,Innovative Eyewear  ( LUCY )  Stock Soars 60% Friday: What's Going On? - Innovative Eyewear  ( NASDAQ:LUCY ) ,0.329857,Somewhat-Bullish,SONO
2025-06-19 12:51:00,"LiveOne Shares Plummet 11% as Q4 Loss Widens, Top Line Declines Y/Y",0.131293,Neutral,SONO
2025-06-17 13:34:00,Sono Group N.V. Accelerates Commercial Rollout of Solar Technology for Electric Trucks and Refrigerated Trailers,0.298435,Somewhat-Bullish,SONO
2025-06-16 13:02:00,Sono Group N.V. Announces Upcoming Public Events in June 2025,0.206363,Somewhat-Bullish,SONO
2025-06-12 12:34:00,"New Look, New App, Same Live Magic: nugs Launches $5 per Month Summer Offer",0.332169,Somewhat-Bullish,SONO
2025-06-10 13:05:00,Descope Named to Redpoint's InfraRed 100,0.258026,Somewhat-Bullish,SONO
2025-06-09 10:00:00,Sono Shines at Transport Logistic 2025: Showcasing Solar-Integrated Transport Solutions,0.357361,Bullish,SONO
2025-06-09 10:00:00,Sono Shines at Transport Logistic 2025: Showcasing Solar-Integrated Transport Solutions - Sono Group  ( OTC:SEVCF ) ,0.348734,Somewhat-Bullish,SONO
2025-05-20 12:00:00,Sono Group N.V. Reports First Quarter 2025 Results with €8.8 Million Net Income,0.274851,Somewhat-Bullish,SONO
2025-05-13 13:35:00,"GoPro's Q1 Loss Narrower Than Expected, Revenues Down, Stock Slips",0.092911,Neutral,SONO
2025-05-08 12:37:00,"Sonos' Q2 Loss Matches Estimates, Revenues Increase Y/Y",0.144606,Neutral,SONO
2025-05-08 12:04:26,"Uber To Rally Around 20%? Here Are 10 Top Analyst Forecasts For Thursday - Genpact  ( NYSE:G ) , Coherent  ( NYSE:COHR ) ",0.219253,Somewhat-Bullish,SONO
2025-05-07 22:05:07,"Sonos  ( SONO )  Reports Q2 Loss, Tops Revenue Estimates",0.095884,Neutral,SONO
2025-05-06 13:06:00,Sonos Gearing Up to Report Q2 Earnings: Here's What to Expect,0.076502,Neutral,SONO
