time_published,title,sentiment_score,sentiment_label,ticker
2025-10-31 13:00:03,"Here is What to Know Beyond Why American Eagle Outfitters, Inc.  ( AEO )  is a Trending Stock",0.221941,Somewhat-Bullish,AEO
2025-10-30 17:39:00,UPBD Cuts 2025 View Despite Reporting Q3 Earnings & Sales Beat,0.184526,Somewhat-Bullish,AEO
2025-10-29 13:40:04,Is American Eagle Outfitters  ( AEO )  Stock Undervalued Right Now?,0.273972,Somewhat-Bullish,AEO
2025-10-27 21:50:03,American Eagle Outfitters  ( AEO )  Laps the Stock Market: Here's Why,0.202078,Somewhat-Bullish,AEO
2025-10-27 09:08:00,Best Income Stocks to Buy for Oct. 27th,0.217651,Somewhat-Bullish,AEO
2025-10-27 08:53:00,"New Strong Buy Stocks for Oct. 27: AEO, COF, and More",0.095588,Neutral,AEO
2025-10-21 22:00:02,American Eagle Outfitters  ( AEO )  Stock Moves 1.49%: What You Should Know,0.153738,Somewhat-Bullish,AEO
2025-10-20 13:00:03,"Is Trending Stock American Eagle Outfitters, Inc.  ( AEO )  a Buy Now?",0.232915,Somewhat-Bullish,AEO
2025-10-17 13:18:00,Will AEO's Innovation & Cost Discipline Drive a Stronger Second Half?,0.45523,Bullish,AEO
2025-10-15 22:00:02,American Eagle Outfitters  ( AEO )  Stock Drops Despite Market Gains: Important Facts to Note,0.17996,Somewhat-Bullish,AEO
2025-10-13 13:40:04,Should Value Investors Buy American Eagle Outfitters  ( AEO )  Stock?,0.307388,Somewhat-Bullish,AEO
2025-10-09 22:00:02,Here's Why American Eagle Outfitters  ( AEO )  Fell More Than Broader Market,0.143887,Neutral,AEO
2025-10-08 17:35:00,Will American Eagle's Strategic Initiatives and Brand Expansions Aid?,0.315112,Somewhat-Bullish,AEO
2025-10-08 14:55:00,5 Broker-Friendly Stocks to Watch as Markets Move North Amid Shutdown,0.278242,Somewhat-Bullish,AEO
2025-10-08 13:00:03,"Is Most-Watched Stock American Eagle Outfitters, Inc.  ( AEO )  Worth Betting on Now?",0.214873,Somewhat-Bullish,AEO
2025-10-05 09:12:00,Can Sydney Sweeney and Travis Kelce Make This Retail Stock a Winner?,0.157179,Somewhat-Bullish,AEO
2025-09-30 08:46:37,Sydney Sweeney Effect Wearing Off? American Eagle's Stock Growth Score Nosedives: Other Apparel Stocks Follow Suit - American Eagle Outfitters  ( NYSE:AEO ) ,-0.036517,Neutral,AEO
2025-09-25 16:58:00,Can AEO's Brand Buzz & Store Revamp Keep the Momentum Going?,0.31126,Somewhat-Bullish,AEO
2025-09-25 13:00:03,"American Eagle Outfitters, Inc.  ( AEO )  is Attracting Investor Attention: Here is What You Should Know",0.232848,Somewhat-Bullish,AEO
2025-09-25 10:20:02,Should First Trust Small Cap Core AlphaDEX ETF  ( FYX )  Be on Your Investing Radar?,0.162542,Somewhat-Bullish,AEO
