time_published,title,sentiment_score,sentiment_label,ticker
2025-11-11 11:00:00,Pizza Hut Helps You Holiday Harder with the Return of the Iconic Triple Treat Box - Yum Brands  ( NYSE:YUM ) ,0.486642,Bullish,PEP
2025-11-10 18:01:00,PepsiCo Ramps Up AI and Digitization Efforts: Real Gains or Hype?,0.449434,Bullish,PEP
2025-11-10 14:34:31,JUST Capital Strengthens Board of Directors With Six Strategic Appointments,0.334181,Somewhat-Bullish,PEP
2025-11-10 13:45:00,3 Dividend Stocks to Double Up on Right Now,0.370851,Bullish,PEP
2025-11-10 09:15:00,The Best Dividend Stocks to Buy and Hold Forever,0.246629,Somewhat-Bullish,PEP
2025-11-09 09:12:00,"A Few Years From Now, You'll Wish You Bought This Undervalued Stock",0.234963,Somewhat-Bullish,PEP
2025-11-06 19:14:43,What's Going On With Celsius Holdings Stock Thursday? - Celsius Holdings  ( NASDAQ:CELH ) ,0.291088,Somewhat-Bullish,PEP
2025-11-06 16:08:05,Celsius Holdings Q3 2025 Earnings Call Transcript - Celsius Holdings  ( NASDAQ:CELH ) ,0.324204,Somewhat-Bullish,PEP
2025-11-06 15:17:01,Why Is Celsius Beverage Stock Tumbling Today? - Celsius Holdings  ( NASDAQ:CELH ) ,0.203123,Somewhat-Bullish,PEP
2025-11-06 07:30:00,"CARBIOS and Wankai New Materials, a subsidiary of Zhink Group, are committed to the large-scale deployment of CARBIOS' PET biorecycling technology in Asia, with the first step being the construction of a PET biorecycling plant in China.",0.164036,Somewhat-Bullish,PEP
2025-11-05 16:04:00,PepsiCo Bets on Innovation: Is New Product Pipeline the Growth Catalyst?,0.359347,Bullish,PEP
2025-11-05 12:20:00,"CELH to Report Q3 Earnings: Buy, Sell or Hold the Stock Now?",0.193834,Somewhat-Bullish,PEP
2025-11-05 09:03:00,Should You Buy the Invesco QQQ ETF With the Nasdaq At An All-Time High? History Offers a Clear Answer.,0.203636,Somewhat-Bullish,PEP
2025-11-04 19:26:03,Kenvue's $48.7B Sale Puts Consumer Staples ETFs Back In Vogue - Kenvue  ( NYSE:KVUE ) ,0.264026,Somewhat-Bullish,PEP
2025-11-04 18:48:00,"ADM Q3 Earnings Beat Estimates, Revenues Increase 2.2% Y/Y",0.169547,Somewhat-Bullish,PEP
2025-11-04 18:25:00,Is Coca-Cola's Zero Sugar Momentum Reshaping Its Core Portfolio?,0.506094,Bullish,PEP
2025-11-04 17:06:00,"Molson Coors Stock Dips on Q3 Earnings & Sales Miss, Soft 2025 View",-0.039095,Neutral,PEP
2025-11-04 17:01:30,A Closer Look at Celsius Holdings's Options Market Dynamics - Celsius Holdings  ( NASDAQ:CELH ) ,0.193259,Somewhat-Bullish,PEP
2025-11-04 11:50:01,"Yum Brands to review strategic options for Pizza Hut, opening the door to a sale",0.059287,Neutral,PEP
2025-11-04 11:00:00,Indicium and Mesh-AI Join Forces to Create a Global Data and AI Powerhouse,0.414308,Bullish,PEP
2025-11-03 15:45:00,Can Celsius Stock Double Again in 2026?,0.249561,Somewhat-Bullish,PEP
